"","LL","npar","lab","R2","names","aicc_marg","aicc","deltaAIC","AICweight","rank","AICw_std","cumlAIC","topSet","deltaAIC_marg","AICweight_marg","rank_marg","AICw_std_marg","cumlAIC_marg","topSet_marg"
"RS1_3_6_8",-48.8642,6,80,0.0745836194722003,"RS1_3_6_8",-63.6661967795236,112.3534,7.10528571428571,0.028648824763245,123,0.00126592460127555,0.986222196712144,"",53.5777464211131,2.3213476609583e-12,88,2.32131519838459e-12,0.999999999972252,""
"RS1_2_3_6",-48.8849,6,50,0.0964160858864944,"RS1_2_3_6",-63.1996389146412,112.3948,7.14668571428572,0.0280618898250853,124,0.00123998931828559,0.987462186030429,"",54.0443042859956,1.83835099776723e-12,92,1.8383252895953e-12,0.999999999974091,""
"RS1_2_6_8",-48.9083,6,41,0.096536888184999,"RS1_2_6_8",-62.7099510845643,112.4416,7.19348571428571,0.0274128648105891,125,0.00121131041995438,0.988673496450384,"",54.5339921160725,1.43911027477654e-12,95,1.43909014973273e-12,0.99999999997553,""
"RS1_1_3_6_8_10",-45.9046,8,137,0.219333763988564,"RS1_1_3_6_8_10",-44.8208159131364,112.6092,7.36108571428572,0.0252092860790294,126,0.00111393942654777,0.989787435876932,"",72.4231272875003,1.87723104767385e-16,139,1.8772047957891e-16,0.99999999997553,""
"RS1_3_6_9",-49.0166,6,53,0.0699045848594502,"RS1_3_6_9",-62.7722832274872,112.6582,7.41008571428571,0.0245991630952,127,0.00108697951802041,0.990874415394952,"",54.4716599731496,1.4846679274264e-12,93,1.48464716528773e-12,0.999999999977015,""
"RS1_1_3_6_8_LM",-49.0683,6,133,0.128205913598121,"RS1_1_3_6_8_LM",-65.5791840441599,112.7616,7.51348571428572,0.0233597024861139,128,0.00103221065087417,0.991906626045826,"",51.6647591564769,6.04143482588731e-12,75,6.04135034025569e-12,0.999999999983056,""
"RS1_1_3_8",-49.0694,6,125,0.0917087578417101,"RS1_1_3_8",-64.2940325263516,112.7638,7.51568571428572,0.0233340209408186,129,0.00103107584341674,0.992937701889243,"",52.9499106742852,3.17740802765458e-12,83,3.17736359361997e-12,0.999999999986233,""
"RS1_1_3_6_9_BLM",-47.607,7,120,0.18009041165603,"RS1_1_3_6_9_BLM",-56.8179496725676,112.826903225806,7.57878894009217,0.0226092883082312,130,0.000999051602404359,0.993936753491647,"",60.4259935280692,7.56244490379662e-14,125,7.56233914780443e-14,0.999999999986309,""
"RS1_2_3_8",-49.1163,6,74,0.087227600479733,"RS1_2_3_8",-63.9385051137182,112.8576,7.60948571428573,0.0222649216955935,131,0.000983834846729436,0.994920588338377,"",53.3054380869186,2.65993602690653e-12,86,2.65989882938942e-12,0.999999999988969,""
"RS1_1_3_9",-49.3101,6,104,0.119723225405905,"RS1_1_3_9",-64.2576480647452,113.2452,7.99708571428572,0.0183423468450431,132,0.000810505432881115,0.995731093771258,"",52.9862951358916,3.12012650658815e-12,84,3.12008287359926e-12,0.999999999992089,""
"RS1_2_3_6_8_LM",-49.348,6,112,0.107469581013373,"RS1_2_3_6_8_LM",-65.933030600939,113.321,8.07288571428572,0.0176601806038003,133,0.000780362101205713,0.996511455872464,"",51.3109125996977,7.21069121821549e-12,72,7.21059038127533e-12,0.9999999999993,""
"RS1_1_3_5_8",-47.9067,7,128,0.133088206339846,"RS1_1_3_5_8",-55.9118004804864,113.426303225806,8.17818894009217,0.0167543983010015,134,0.000740337698460088,0.997251793570924,"",61.3321427201503,4.80722474658657e-14,127,4.80715752059958e-14,0.999999999999348,""
"RS1_1_3_6_9",-47.9707,7,119,0.170348546786165,"RS1_1_3_6_9",-55.3630215447856,113.554303225806,8.30618894009217,0.0157157093704686,135,0.000694440462496636,0.99794623403342,"",61.8809216558512,3.65366390605061e-14,128,3.65361281187982e-14,0.999999999999384,""
"RS1_1_3_6_8_BLM",-47.9833,7,132,0.136039567493305,"RS1_1_3_6_8_BLM",-58.9179506989359,113.579503225806,8.33138894009217,0.015518933722319,136,0.000685745406556885,0.998631979439977,"",58.3259925017008,2.1610840224964e-13,112,2.16105380110795e-13,0.9999999999996,""
"RS1_2_3_6_8_BLM",-48.0355,7,111,0.129556139377546,"RS1_2_3_6_8_BLM",-58.6828140898327,113.683903225806,8.43578894009217,0.0147296255454977,137,0.000650867723186505,0.999282847163164,"",58.561129110804,1.92137611047363e-13,114,1.92134924124819e-13,0.999999999999792,""
"RS1_1_3_6_8",-48.6061,7,131,0.106232283108801,"RS1_1_3_6_8",-57.6114103181341,114.825103225806,9.57698894009216,0.00832498146082463,138,0.00036786147157916,0.999650708634743,"",59.6325328825027,1.12450143402407e-13,120,1.12448570858522e-13,0.999999999999905,""
"RS1_2_3_6_8",-48.6579,7,110,0.0994809195471056,"RS1_2_3_6_8",-57.2789530606308,114.928703225806,9.68058894009216,0.00790472600380948,139,0.000349291365257092,1,"",59.964990140006,9.52286959961348e-14,121,9.52273642832617e-14,1,""
